Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Zimphire,671265526,24,0,24,111464,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Mol Dizzler,286229792,54,1,53,61581,Shaak Ti G9 Fives G9 Rex G11 Echo (501st) G8 ARC Trooper G0 0*
MiscountedStitch,185518289,59,0,59,46782,Shaak Ti G2 2* Fives G11 Rex G10 Echo (501st) G8 ARC Trooper G0 0*
Ghent Sinite,722474735,0,0,0,138774,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Cyprien Saint,511777932,58,0,58,37596,Shaak Ti G8 6* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
EasilyZeroed,238627762,58,0,58,51412,Shaak Ti G0 0* Fives G8 Rex G12 Echo (501st) G12 ARC Trooper G0 0*
Sephera Saint,531516894,35,0,35,71200,Shaak Ti Fives G12 Rex G8 Echo (501st) G9 ARC Trooper G8
TheDougAbides,596963139,81,0,81,8174,Shaak Ti G4 4* Fives G1 5* Rex G3 6* Echo (501st) G1 3* ARC Trooper G0 0*
Darthobiwan84,969195991,53,0,53,57388,Shaak Ti G12 Fives G9 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
Zoooolwik,498113457,69,0,69,33445,Shaak Ti G8 6* Fives G12 Rex G1 Echo (501st) G0 0* ARC Trooper G0 0*
TK 79347,693323998,38,0,38,83973,Shaak Ti G9 Fives G12 Rex G12 Echo (501st) G11 ARC Trooper G8
MINI Mos Eisley Nerfherder,952233855,13,0,13,120092,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper G11
DaleIV,596181122,43,0,43,71245,Shaak Ti R4 Fives G9 Rex G11 Echo (501st) G9 ARC Trooper G1 4*
Towanda,193932966,24,0,24,112318,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Jaxximus,786713976,0,0,0,130084,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Cranjis McBasketball,495874361,37,1,36,90549,Shaak Ti G9 Fives G11 Rex G12 Echo (501st) G11 ARC Trooper G11
Gobo,725511482,86,0,86,16629,Shaak Ti G1 6* Fives G1 Rex G1 Echo (501st) G1 ARC Trooper G0 0*
Rui Vuusen,164853248,55,0,55,42566,Shaak Ti G8 Fives G9 Rex G7 Echo (501st) G6 ARC Trooper G5
Mr Nuggins,659788619,72,0,72,24026,Shaak Ti G0 0* Fives G4 Rex G5 Echo (501st) G4 ARC Trooper G5
Ben Swolo,241341723,79,0,79,30335,Shaak Ti G1 4* Fives G4 Rex G3 Echo (501st) G3 ARC Trooper G0 0*
Bintbelas,649891482,39,1,38,74660,Shaak Ti G9 6* Fives G12 Rex G12 Echo (501st) G11 ARC Trooper G8 4*
Nerf,671247743,65,0,65,35840,Shaak Ti G0 0* Fives G9 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
Harry04,338736347,44,0,44,77905,Shaak Ti G5 6* Fives G9 Rex G12 Echo (501st) G12 ARC Trooper G8
BattleSchlong,588512957,26,0,26,106783,Shaak Ti G12 Fives G12 Rex R3 Echo (501st) G12 ARC Trooper G12
Robbieonly,997211383,50,0,50,57016,Shaak Ti G11 Fives G9 Rex G5 Echo (501st) G7 ARC Trooper G8
QuantumEntropy,288549487,28,0,28,104264,Shaak Ti R3 Fives G11 Rex G12 Echo (501st) G12 ARC Trooper G11
Loinky,121774218,79,0,79,13145,Shaak Ti G8 4* Fives G1 4* Rex G1 5* Echo (501st) G1 3* ARC Trooper G0 0*
Micah,132927314,66,0,66,20283,Shaak Ti G0 0* Fives G8 5* Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
Ezzi,541871135,46,0,46,55338,Shaak Ti G8 4* Fives G12 Rex G12 Echo (501st) G8 ARC Trooper G4 4*
Zeno,941924214,65,0,65,34173,Shaak Ti G1 3* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
cjedimommy,995753861,17,0,17,117980,Shaak Ti G12 Fives Rex R4 Echo (501st) G13 ARC Trooper G13
Bdogg,696355599,46,0,46,67790,Shaak Ti G8 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G0 0*
