Name,Guild,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,Hotutils style mod score -- higher is better, aim for 3.0.   ((# of 15-19 Speed 0.8) + (# of 20-24 Speed) + (# of 25+ Speed * 1.6)) / (squadGP / 100,000),DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,LS Toon GP,DS Toon GP,Zetas,Omicrons,Relic Levels,GLs,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Lord Vader,Jabba the Hutt,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer
"Rebel78",BRG Ahsokas Legion,883592965,5081342,2884944,2196398,131,103,98,370,1628765,1255503,85,5,276,2,194,44,56,77,90,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1
"prettyhatemachine",BRG Ahsokas Legion,882761145,5280444,2822371,2458073,114,-181,322,302,1393449,1428246,67,6,198,1,195,23,42,78,93,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
"Caminator",BRG Ahsokas Legion,316517664,4081568,2402301,1679267,143,40,228,403,1318824,1082801,54,3,233,0,161,35,46,72,83,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
"Lilboivig",BRG Ahsokas Legion,531314937,3237592,1856519,1381073,134,-39,137,329,981877,873966,53,3,123,0,129,18,30,52,67,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"Torin Woodle",BRG Ahsokas Legion,625239834,4347194,2335395,2011799,116,-573,284,295,926169,1409226,53,6,182,1,145,30,35,57,86,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
"Corepike",BRG Ahsokas Legion,492187112,4095805,2244930,1850875,121,-39,287,349,1187734,1057196,45,7,220,2,172,32,43,56,74,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1
"Whisk",BRG Ahsokas Legion,383428245,6318463,3664560,2653903,138,-130,223,420,1850963,1803333,74,9,464,2,228,74,81,92,113,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1
"Richmal",BRG Ahsokas Legion,414213241,5300961,2970211,2330750,127,-4,127,295,1597284,1372251,70,5,207,1,227,36,43,72,95,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1
"Shalien",BRG Ahsokas Legion,717273842,7272415,4352099,2920316,149,164,144,342,2518440,1824535,159,8,285,1,242,33,71,121,147,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1
"Qex",BRG Ahsokas Legion,654613761,4416096,2457991,1958105,125,-35,295,295,1303184,1154807,37,3,202,0,174,33,37,53,76,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
"GhostSurfer",BRG Ahsokas Legion,749847446,4580428,2595350,1985078,130,210,210,355,1534501,1060849,81,5,229,0,163,35,49,68,87,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
"Death2MC",BRG Ahsokas Legion,766619493,6367751,3654862,2712889,134,130,303,370,2088259,1566603,110,3,365,2,237,56,73,90,103,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1
"Mecha",BRG Ahsokas Legion,318634765,6386976,3767706,2619270,143,-77,219,323,1953082,1806089,110,9,319,2,224,50,62,81,105,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1
"OriginalSin",BRG Ahsokas Legion,655548929,5420406,3207327,2213079,144,3,96,239,1727630,1472680,96,3,109,0,199,13,31,77,94,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
"DarthMacaroni",BRG Ahsokas Legion,647763694,9883097,6054666,3828431,158,-30,588,579,3201296,2823234,242,3,969,7,294,143,179,200,220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PrimarchHades",BRG Ahsokas Legion,793647289,7188717,4166126,3022591,137,-79,110,352,2159024,1998971,181,9,293,1,254,41,69,126,136,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1
"Hyper Revanur",BRG Ahsokas Legion,474854236,4104589,2169346,1935243,112,-251,340,305,1033112,1135558,49,7,191,1,144,32,34,53,65,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
"Revanur",BRG Ahsokas Legion,278546959,6264186,3517833,2746353,128,-123,440,366,1787972,1729185,114,8,288,2,239,38,58,114,127,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1
"Matryckol",BRG Ahsokas Legion,154613492,5225117,2849334,2375783,119,105,212,277,1610167,1238491,80,7,215,2,201,33,42,60,80,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1
"Magnar argorn",BRG Ahsokas Legion,694122251,5530720,3204083,2326637,137,221,335,395,1898675,1297431,103,7,348,2,194,51,66,83,107,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0
"Noob",BRG Ahsokas Legion,947698333,9365197,5636961,3728236,151,-2,357,509,3026061,2594460,233,5,763,7,282,110,145,180,205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DarthCarbonara",BRG Ahsokas Legion,627877888,4015438,2107824,1907614,110,283,178,330,1270374,810903,51,3,208,2,147,32,39,52,61,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
"Dixie Normus",BRG Ahsokas Legion,323696396,3073026,1845505,1227521,150,-396,227,255,812606,1032899,47,6,72,0,117,11,14,50,74,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Turbo Mooch",BRG Ahsokas Legion,289645136,3872120,2426287,1445833,167,-2,112,288,1305977,1119634,46,4,148,1,158,19,33,49,71,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
"Tiric Thorn",BRG Ahsokas Legion,122955923,3871148,2139458,1731690,123,97,177,318,1204554,934228,57,3,146,0,120,22,36,58,71,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
"Vermanu Obeebis",BRG Ahsokas Legion,277971264,3611121,1994226,1616895,123,-68,115,207,1040996,953230,47,1,80,0,163,13,17,42,72,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"Løck",BRG Ahsokas Legion,329813995,6795856,4047831,2748025,147,-114,523,525,2066708,1981123,156,9,566,4,220,74,117,127,141,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
"Darr Mejhan",BRG Ahsokas Legion,871838931,3801976,1953137,1848839,105,-498,259,281,810932,1142205,58,2,146,1,140,21,32,46,61,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
"AtomPlays",BRG Ahsokas Legion,724255859,3907309,2226092,1681217,132,-29,70,259,1182930,1042486,50,4,112,0,137,21,22,57,75,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"gungan warrior",BRG Ahsokas Legion,368646154,3347139,1755719,1591420,110,-281,249,216,823248,932471,50,1,93,0,129,12,23,31,56,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Donkles",BRG Ahsokas Legion,428444836,4337278,2248081,2089197,107,-266,308,264,1062251,1185143,52,8,163,1,149,23,34,48,69,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
"xXDaChipXx",BRG Ahsokas Legion,217292438,4477462,2613809,1863653,140,-398,215,352,1149438,1463695,73,2,230,2,177,29,48,64,80,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1
"Shadow13",BRG Ahsokas Legion,822421553,4326438,2497398,1829040,136,-130,164,247,1264634,1232088,59,8,126,1,154,17,26,56,75,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
"Effinsyv",BRG Ahsokas Legion,887724713,7013282,4216499,2796783,150,102,96,328,2374917,1832324,159,5,207,0,249,22,72,117,157,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1
"Rugess Nome",BRG Ahsokas Legion,239575313,3798671,2065255,1733416,119,-235,198,214,992327,1072928,38,5,108,0,136,19,20,40,69,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
"Branflakes",BRG Ahsokas Legion,235584242,3632348,1948118,1684230,115,412,365,340,1249753,698365,58,1,184,0,142,22,40,47,62,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
"Vertigone",BRG Ahsokas Legion,255751531,4031418,2153088,1878330,114,6,126,217,1163347,988832,40,4,109,0,127,14,22,44,61,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Damask Holdings",BRG Ahsokas Legion,628389113,4277403,2549315,1728088,147,75,176,250,1421133,1127506,45,6,141,1,164,21,27,52,71,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
"crimzon",BRG Ahsokas Legion,488955995,4627882,3001270,1626612,184,-129,215,426,1520947,1479647,82,7,297,1,159,38,61,77,97,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
"Woggex",BRG Ahsokas Legion,437342655,7252349,4318319,2934030,147,74,257,388,2407792,1910527,152,4,392,2,248,59,78,125,161,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"Yasie Qui",BRG A Guild Far Far Away,347197687,6417748,3783813,2633935,143,-100,337,401,1944497,1838865,141,8,402,3,225,57,78,99,118,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1
"Snipesum",BRG A Guild Far Far Away,355457861,6239047,3717336,2521711,147,-18,381,442,1986362,1730974,146,14,459,3,202,74,80,104,134,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0
"Quidamlefou",BRG A Guild Far Far Away,461462591,6228970,3658238,2570732,142,120,109,345,2080520,1577042,118,3,276,2,224,31,57,103,127,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0
"Lone Starr",BRG A Guild Far Far Away,461368524,6564108,3863297,2700811,143,134,257,410,2211617,1651680,165,5,398,3,230,53,83,107,123,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1
"Th3 S3rg34nt",BRG A Guild Far Far Away,343993697,7169720,4173902,2995818,139,192,273,404,2449214,1724688,165,6,469,3,238,72,86,110,132,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1
"Timber",BRG A Guild Far Far Away,273814442,7370077,4104399,3265678,125,-192,241,427,2015602,2088797,140,10,451,2,240,54,101,124,144,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
"Pacojonezl40",BRG A Guild Far Far Away,556288426,7761156,4546949,3214207,141,109,223,394,2572732,1971792,192,7,405,3,250,52,82,143,169,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1
"Cenistan",BRG A Guild Far Far Away,316195644,6959822,3891338,3068484,126,-60,186,457,2039189,1852149,154,7,463,4,232,65,101,125,145,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"Boshund",BRG A Guild Far Far Away,476923873,7492475,4367397,3125078,139,-35,235,372,2315389,2052008,178,8,390,2,250,48,84,117,151,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
"Sammy TF1",BRG A Guild Far Far Away,866892379,4217707,2603116,1614591,161,98,41,264,1465318,1134890,95,3,132,0,159,16,35,50,62,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Killbaza",BRG A Guild Far Far Away,276969236,6021411,3678074,2343337,156,-72,44,329,1914220,1760179,124,7,281,1,201,40,52,90,110,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
"Reylo Jakkusolo",BRG A Guild Far Far Away,959357135,6983618,4149248,2834370,146,202,60,311,2437827,1698307,148,5,286,3,245,40,61,99,127,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1
"Grampa Tim",BRG A Guild Far Far Away,743537648,8484600,5276325,3208275,164,27,172,516,2878616,2395101,230,12,637,5,254,73,140,171,186,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"Pale Mandius",BRG A Guild Far Far Away,297974276,7889908,4781350,3108558,153,35,601,482,2610824,2154307,213,13,530,4,258,76,103,172,188,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1
"DarthGideon",BRG A Guild Far Far Away,588758768,4937855,2947833,1990022,148,-80,189,268,1520752,1410767,100,7,199,0,186,31,41,52,72,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"Alexandder",BRG A Guild Far Far Away,266693162,5560483,3090583,2469900,125,-181,462,399,1526603,1563980,110,9,337,1,188,50,65,90,104,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1
"ᜎའดཧดཀاᜎཛ",BRG A Guild Far Far Away,856871329,9196263,5504385,3691878,149,-35,258,469,2905470,2575332,198,10,661,6,292,99,124,176,212,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"Bad Fish",BRG A Guild Far Far Away,314563379,6941967,4060839,2881128,140,-81,292,394,2103371,1951992,110,10,464,3,248,68,84,97,122,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0
"Nd volk",BRG A Guild Far Far Away,647746167,8089184,4810973,3278211,146,79,166,380,2682025,2117310,187,12,319,0,263,38,71,173,208,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1
"ぱんどら",BRG A Guild Far Far Away,832179698,5023407,2944051,2079356,141,224,114,194,1750821,1192543,75,7,88,0,194,13,20,60,94,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
"Walliamen",BRG A Guild Far Far Away,121156657,6547052,3997934,2549118,156,192,147,427,2346030,1651228,139,6,419,3,237,62,83,113,132,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0
"AJ",BRG A Guild Far Far Away,134248776,4976506,2884638,2091868,137,-81,93,228,1496307,1387655,85,4,143,1,207,16,30,55,99,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
"Phdrlord",BRG A Guild Far Far Away,933247926,6997541,4074303,2923238,139,227,74,317,2422826,1645503,158,7,282,1,238,43,65,101,139,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1
"Goob",BRG A Guild Far Far Away,451421324,7300002,4354469,2945533,147,123,97,319,2475306,1869643,166,7,268,2,230,31,62,118,150,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1
"Veskasa Starblazer",BRG A Guild Far Far Away,987221192,5882070,3613616,2268454,159,-97,83,291,1857094,1751160,103,12,206,1,200,22,49,81,123,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
"Bly",BRG A Guild Far Far Away,359469122,6748811,3873189,2875622,134,-69,296,386,2020095,1852418,162,6,299,2,265,39,62,139,150,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1
"SliickMoose",BRG A Guild Far Far Away,493737815,4363739,2568355,1795384,143,-418,236,367,1117497,1450858,80,9,212,2,163,28,46,72,89,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1
"okeefechris",BRG A Guild Far Far Away,463248232,6005316,3553292,2452024,144,236,292,389,2123785,1428831,119,7,345,1,209,45,72,93,109,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0
"Wayne brady",BRG A Guild Far Far Away,636166686,6123627,3627709,2495918,145,-43,64,272,1914466,1710099,131,6,199,1,211,17,48,79,110,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0
"TomServo3K",BRG A Guild Far Far Away,691942843,7970701,4590711,3379990,135,16,364,397,2493227,2097484,176,11,509,4,248,68,95,120,156,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"Scorn",BRG A Guild Far Far Away,881485362,8585252,5360589,3224663,166,-67,349,546,2794021,2557382,186,11,790,5,257,118,144,167,180,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
"Mando Dalrissian",BRG A Guild Far Far Away,538342162,6024203,3616415,2407788,150,137,263,413,2072678,1543737,128,5,386,2,208,53,79,93,110,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1
"Kamu Teeltoo",BRG A Guild Far Far Away,711928393,9948514,5755730,4192784,137,7,625,518,3106815,2637842,209,11,868,3,286,115,158,184,198,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1
"DragonGodC16",BRG A Guild Far Far Away,965759793,4526597,2672875,1853722,144,-72,127,330,1392363,1279836,96,3,187,1,196,19,47,65,86,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
"Bort Moddler",BRG A Guild Far Far Away,875657132,7514171,4403839,3110332,141,241,181,379,2632686,1762225,202,12,415,2,240,61,79,123,148,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Crow",BRG A Guild Far Far Away,253356994,2841440,1486473,1354967,109,-322,106,183,682170,804303,30,4,75,0,106,11,14,23,39,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"EvolutionX",BRG A Guild Far Far Away,457734974,8419714,4953833,3465881,142,62,224,398,2736424,2198350,206,12,477,3,280,64,97,143,171,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1
"ThatOneGuy",BRG A Guild Far Far Away,972628741,5948145,3478303,2469842,140,-189,145,331,1703380,1761360,74,7,305,2,207,45,58,78,100,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0
"JeyLuckiDarkLord",BRG A Guild Far Far Away,835762411,5564076,3086545,2477531,124,-540,128,294,1247537,1836352,72,5,229,1,174,33,43,75,99,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
"Jayson Bourne",BRG A Guild Far Far Away,838351578,9221534,5432808,3788726,143,-40,474,519,2871130,2558509,220,7,787,7,285,113,151,171,190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Battlelord",BRG A Guild Far Far Away,597311355,7107225,4187866,2919359,143,63,164,442,2322792,1864398,153,7,336,3,264,42,98,149,164,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1
"Dash Riprock",BRG Beskar Bolls,663558394,7469900,4154681,3315219,125,7,506,474,2246898,1907783,174,6,501,3,238,72,110,144,155,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1
"Drink Some Tea",BRG Beskar Bolls,454624447,2012728,1223916,788812,155,31,13,154,669247,554669,10,0,0,0,86,0,4,27,34,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dash Riprock alt",BRG Beskar Bolls,533182519,2796730,1687973,1108757,152,-249,366,271,805271,882702,53,3,29,0,94,3,12,58,62,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lil Gap",BRG Beskar Bolls,721276151,3013822,1828155,1185667,154,473,56,207,1200112,627367,31,3,67,0,121,9,15,34,55,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"ARCNiNjai",BRG Beskar Bolls,682233137,3434720,2114539,1320181,160,-150,87,224,1059949,1053914,46,4,71,0,153,10,15,48,69,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"Darth1 Daddy",BRG Beskar Bolls,318222584,4069851,1978369,2091482,94,-291,185,339,921728,1053991,66,1,221,3,133,31,43,51,57,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1
"IMAC1780",BRG Beskar Bolls,247782748,4043636,2425819,1617817,149,-237,139,276,1164156,1260987,41,4,114,1,173,16,24,65,80,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"Kaze no Hi",BRG Beskar Bolls,626549968,3245325,2030837,1214488,167,-135,72,194,1025901,1004260,33,5,65,0,105,9,13,37,58,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slartibartfast alt",BRG Beskar Bolls,677547467,2286684,1427521,859163,166,-31,127,222,757852,668993,30,2,34,0,80,4,8,36,50,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"Shepard",BRG Beskar Bolls,915153266,3279417,1866537,1412880,132,254,133,251,1123902,741959,29,6,112,0,100,20,23,37,59,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Darkwizard126",BRG Beskar Bolls,199916727,3392270,1874428,1517842,123,-480,105,260,786229,1087748,41,7,126,1,91,18,25,38,54,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"Silent",BRG Beskar Bolls,667983833,5398283,3297955,2100328,157,-126,75,273,1674056,1623899,95,5,189,1,214,28,38,72,86,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
"Dobbz",BRG Beskar Bolls,692459781,4155219,2275573,1879646,121,-212,81,184,1105871,1169026,40,7,94,0,184,14,18,40,71,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"SPETSNAZBH05",BRG Beskar Bolls,564615724,2178760,1244430,934330,133,-341,215,255,564601,679153,31,1,43,0,83,5,12,35,50,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"NNMSdabber",BRG Beskar Bolls,424386656,3172057,1785981,1386076,128,138,200,233,1023978,761552,28,2,100,1,98,16,19,35,49,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
"DDC",BRG Beskar Bolls,414812779,3404968,1954620,1450348,134,-352,143,230,881863,1072081,27,2,108,1,128,17,21,36,50,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"QuilaCaz",BRG Beskar Bolls,453185837,2673205,1546378,1126827,137,-383,58,169,685978,860400,23,4,46,0,93,6,9,27,38,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dr Pepper",BRG Beskar Bolls,214958952,8553286,5034698,3518588,143,19,315,440,2735942,2296106,200,6,520,4,274,70,112,161,191,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"loypop13",BRG Beskar Bolls,223946436,7831322,4674417,3156905,148,-10,414,423,2506734,2167683,169,6,503,4,261,70,96,135,158,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1
"CT 2905",BRG Beskar Bolls,145211637,2521336,1549464,971872,159,275,100,216,941382,608082,26,5,68,0,98,10,14,27,46,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"markyjseph",BRG Beskar Bolls,198536458,3150323,1670460,1479863,112,-400,162,264,734075,936385,35,3,116,1,110,17,23,37,51,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"BAI",BRG Beskar Bolls,488844648,6137178,3511045,2626133,133,-74,354,401,1826628,1683741,119,6,408,2,212,64,77,88,106,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1
"Savage frenzy",BRG Beskar Bolls,654386434,2771147,1528628,1242519,123,-342,194,205,693377,834575,34,6,70,0,99,9,15,28,52,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"Slartibartfast",BRG Beskar Bolls,625761274,3038703,1796717,1241986,144,182,145,231,1050017,746700,40,2,81,0,107,11,17,37,63,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
